review,rating,date,bank,source,cleaned_review,theme
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play,a proudly ethiopian innovation that delivers beyond expectations the marketplace feature is a big win for local shoppers and sellers very impressed with the new updates the ecommerce section is smooth and supports ethiopian merchants,Other
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play,very impressed with the new updates the ecommerce section is smooth and supports ethiopian merchants,Other
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience  highly recommended!",5,2025-04-21,Dashen Bank,Google Play,dashen bank super app is fast reliable and super easy to use all my banking needs are handled smoothly in one place clean design and seamless experience  highly recommended,Other
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play,db sup app is a platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning to use qr codescan pay go chat with staff acc to acc other bank ft merchant payment and easly i addition to i satisfied and i invite everyone to use those platform,Other
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play,the chat banking and unique and only app that alow money request,Other
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play,better and inclusive app,Other
Amazing Application,5,2025-04-21,Dashen Bank,Google Play,amazing application,Other
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play,it keep my time to pay my bills and i generate my satment easily,Other
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play,its an amazing app that is uptodate with the times wow wow,Other
A game-changing Ethiopian innovationwhere shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play,a gamechanging ethiopian innovationwhere shopping meets opportunity the marketplace feature connects buyers and sellers like never before,Other
"Dashen Super App isnt just an app  its an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play,dashen super app isnt just an app  its an experience effortless powerful and built for the future,Other
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play,this is an amazing app with uniqe qualityeasy and fast mobile banking app,Other
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it nowyou wont regret it!",5,2025-04-21,Dashen Bank,Google Play,dashen superapp is a lifesaver banking shopping and bills in one super easy app the new ecommerce feature is awesome and supports local merchants fast secure and proudly ethiopiandownload it nowyou wont regret it,Other
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchantsproud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank,Google Play,dashen superapp blends finance shopping and daily services effortlessly the new ecommerce feature is smooth and supports local merchantsproud to back an ethiopianmade solution,Other
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. Its clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank,Google Play,a solid step forward by dashen bank the superapp combines essential banking features with lifestyle services making everything accessible in one place the interface is smooth and transactions are quick and reliable its clear a lot of thought went into the design and functionality great job,Other
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play,dashen bank super app is the crucial and convenient app in ethiopia there is no other app to compare with dashen bank super app,Other
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen Bank,Google Play,allinone finance  ecommerce super app pay save shop seamlessly fast secure bankandshop,Other
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank,Google Play,its a hestorical app in the bank industry,Other
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank,Google Play,a game changer in ethiopian digital banking fast secure and packed with services everything you need all in one powerful app a true leap toward financial convenience and innovation,Other
"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play,easy simple to use,Other
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen Bank,Google Play,banking but make it smart local solutions all in one place smooth fast and actually saving time feels like the future love it,Other
"All in one, that is it",5,2025-04-21,Dashen Bank,Google Play,all in one that is it,Other
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank,Google Play, dashen bank supper app is multipurpose convenient very attractive and make life easier,Other
very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play,very easy and flexible app,Other
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank,Google Play,i choose dashen bank super up since it is easy to use  it has attractive features ,Other
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank,Google Play,dashen super app is simple faster and reliable,Other
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. Its fast, secure, and truly reflects the banks commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,dashen bank super app is a gamechanger the userfriendly design wide range of services and smooth performance make it incredibly convenient for everyday banking its fast secure and truly reflects the banks commitment to digital excellence highly recommended,Other
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen Bank,Google Play,the app keeps getting better with every update smooth performance great ui and topnotch security thank you for making banking so convenient,Other
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play,this app is the most simply to use and secure safe i love it to use for any bank transaction,Other
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank,Google Play,after i download the app recently had a smooth expriance its user friendly fast and everything works as expected keep up the good work,Other
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play,an app with high performance and advanced features,Other
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank,Google Play,it is a very user friendly attractive user interface full of useful features i really encourage everyone to give it a try,Other
"Good actually , but it have to WORK when developer option is on",5,2025-04-21,Dashen Bank,Google Play,good actually  but it have to work when developer option is on,Other
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen Bank,Google Play,allinone convenience from managing accounts to paying bills and shopping online and the chat banking is game changer this app does it all seamlessly,Other
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank,Google Play,i appreciate that dashen bank takes lifestyle services into account,Other
keep it up!,5,2025-04-21,Dashen Bank,Google Play,keep it up,Other
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank,Google Play,amazing app really i loved it thats why we say dashen bank is one stap ahead its the best mobile application that should be on every phone,Other
very comfortable app keep it,5,2025-04-21,Dashen Bank,Google Play,very comfortable app keep it,Other
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank,Google Play,it has clear detail information about the application so it helps customer how to use the app and it is very easy to use and also app is secure,Other
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,Ive noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank,Google Play,i have been using the dashen supper app mobile banking app  and overall i appreciate its featureshoweverive noticed that when i turn on the developer options on my device the app stops functioning properly it would be great if you could look into this issue as i often need to access developer settings for other applications  thank you for your attention to this matter,Other
easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play,easiness to use with fast response time,Other
"The new mobile banking application is a major upgrade! Its incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. Its clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank,Google Play,the new mobile banking application is a major upgrade its incredibly userfriendly with a clean and modern design that makes navigation simple and intuitive i really appreciate how fast it loads and how smooth the overall experience is all essential services like balance checks transfers and bill payments are eas y to find and use the added security features give me peace of mind and the app runs reliably without crashes or glitches its clear a lot of thought went into the user experi,Other
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen Bank,Google Play,as an internal customer dashen bank superapp has greatly simplified my online banking experience its easy to use allowing me to quickly check balances transfer money and pay bills the apps advanced security features are highly secure ensuring my data is well protected the three click chat banking and ips features have also given me a smarter experience in deed dashen bank is always steping ahead,Other
"A truly impressive app  user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopias financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen Bank,Google Play,a truly impressive app  userfriendly and a gamechanger in ethiopian banking the dashen super app stands out as one of the most innovative and convenient digital banking solutions in ethiopias financial history smooth navigation seamless features and a wide range of services all in one place well done,Other
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen Bank,Google Play,dashen bank super up has very fast and convenience and also it has contain more things on one app i am very interesting to use dashen bank super up,Other
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this appits reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play,the dashen bank super app has truly elevated my mobile banking experience its fast userfriendly and packed with all the essential features the interface is clean and intuitive making navigation easy even for firsttime users i also appreciate the added security features that give me peace of mind while banking on the go dashen bank has done an amazing job with this appits reliable efficient and always improving highly recommended for anyone looking for seamless digital banking,Other
A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank,Google Play,a fantastic product keep the good work,Other
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank,Google Play,i am very impressed with the dashen super app it is userfriendly and operates efficiently the budget and chatbot features are impressive and all items can be purchased with just three clicks,Other
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank,Google Play,the dashen super app offers a quick and userfriendly experience bringing together a variety of services like budgeting payments airtime recharges and more all in one convenient platform its sleek design and intuitive navigation ensure effortless transactions its evident that dashen bank has carefully crafted the app to make everyday financial activities easier a great choice for anyone aiming to streamline their digital routines,Other
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play,dashen supper app is the most useful app for our customers,Other
it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play,it is the most amazing mobile app,Other
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play,a good and fast supper app thanks for dashen bank,Other
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must sayits truly a game-changer! The app is incredibly fast and reliable; Ive never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play,dear users of the dashen bank super appi have been using the dashen bank super app for a while now and i must sayits truly a gamechanger the app is incredibly fast and reliable ive never encountered any delays with my transactions one feature i absolutely love is chat banking it makes everyday tasks like checking my balance or transferring money as simple as sending a quick message also the budgeting tool has been a huge help in tracking my spending and giving me a clearer,Other
Too best,1,2025-04-21,Dashen Bank,Google Play,too best,Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play,dashen bank super upuse the app and makes your easyfastconvinent,Other
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play,to join digital world use supper app and make your life easy,Other
best mobile banking application,5,2025-04-21,Dashen Bank,Google Play,best mobile banking application,Other
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play,this banking superapp is incredibly well designed the design and appearance of the app and the overall experience i have when using the app is fantastic the app is packed with features from banking to ecommerce all in one placeit even has a budget setting option which is super useful for managing my money everything runs smoothly and i love how convenient it has made my daily life huge kudos to dashen bank you are truly living up to the motto always one step ahead keep it up,Other
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank,Google Play,i was really amazed by the idea of an ecommerce service on a banking app this is what it means to be one step ahead please include all kinds of products in there as soon as possible,Other
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play,this is what we expect to get service dashen bank always like his slogan,Other
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platformsuch as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank,Google Play,dashen supapp is the most contemporary application offering a great experience by enabling users to perform multiple tasks through a single platformsuch as chatting with friends transferring money paying bills and more it is the first app of its kind in the ethiopian banking industry making it a remarkable opportunity for entrepreneurs working in appbased sales and software marketing good job dashen bank,Other
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank,Google Play,dashen super app gives me an amazing convenience and makes life easy,Other
excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play,excellent mobile banking app,Other
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play,wow like his name super app,Other
Dashen supper app is the most special.  !!!!,5,2025-04-21,Dashen Bank,Google Play,dashen supper app is the most special  ,Other
convenient and fast,5,2025-04-21,Dashen Bank,Google Play,convenient and fast,Other
Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play,best inclass app,Other
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play,i really like this amazing application and dashen supper app that has made my life easier,Other
Superb,5,2025-04-21,Dashen Bank,Google Play,superb,Other
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play,amazing features faster and easy to use,Other
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play,the dashen super app offers a modern userfriendly experience that leverages the latest technological advancements to deliver a seamless ecommerce platform,Other
Best App!,5,2025-04-21,Dashen Bank,Google Play,best app,Other
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play,i love it one of the best mobile banking app in the banking industry,Other
I love this app,5,2025-04-21,Dashen Bank,Google Play,i love this app,Other
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is samsung a51,Other
waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play,waw no idea the best app,Other
fast best app,5,2025-04-19,Dashen Bank,Google Play,fast best app,Other
Nice App,5,2025-04-18,Dashen Bank,Google Play,nice app,Other
nice app ever,5,2025-04-17,Dashen Bank,Google Play,nice app ever,Other
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play,very disappointing app closes frequently and unstable in function,Other
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank,Google Play,featurerich absolutely but the speed painfully slow seriously is it communicating with a server on mars or something,Other
nic app,5,2025-04-16,Dashen Bank,Google Play,nic app,Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank,Google Play,the dashen super app delivers a remarkably fast highly secure and exceptionally userfriendly experience establishing it as a leading application in its categorykeep it up and stay ahead dashen bank,Other
So far so good! their in person customer service is amazing,5,2025-04-14,Dashen Bank,Google Play,so far so good their in person customer service is amazing,Other
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!,1,2025-04-14,Dashen Bank,Google Play,the app is very backward and doesnt always work if it works three hours out of 24 hours its great,Other
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play,its bad for the connection and too many days are it that not working,Other
it's samart,5,2025-04-10,Dashen Bank,Google Play,its samart,Other
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play,the app is not working properly i have been using it,Other
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play,i had a disappointing experience with dashen banks super up service the app is very slow and takes forever to load during transactions which is incredibly frustrating additionally it doesnt generate receipts for any transactions making it difficult to keep track of my expenses i also reached out to customer support but the response time was longer than expected overall i was hoping for a better experience but i find the service lacking and in need of improvement,Other
slow cumbersome,3,2025-04-08,Dashen Bank,Google Play,slow cumbersome,Other
Is really,2,2025-04-08,Dashen Bank,Google Play,is really,Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,its slow to send otp its not reliable it crushed many times it needs improvement in many ways,Other
"This is the worst mobile banking experience Ive ever had. It doesnt work when you need it, and it randomly updates itself without warning. You cant make transactions whenever you want. Its a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. Im lucky Im not one of them, but still, its infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank,Google Play,this is the worst mobile banking experience ive ever had it doesnt work when you need it and it randomly updates itself without warning you cant make transactions whenever you want its a nightmare for anyone who relies on this as their main banking option especially those with a lot of money in their account im lucky im not one of them but still its infuriating not being able to access your money when you need itl,Other
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,i have experienced on using the app of banks in ethiopia this dashen sup is like old version of the applications for using i gave 3 star for its very low speed while login and processing,Other
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,proud by dashen bank,Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,this app is not working unless you turn off developer mode on your phone so it takes your rights to just use it,Other
real super up,5,2025-04-04,Dashen Bank,Google Play,real super up,Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,its very disappointing fix it as soon as possible not expected from dashin bank fix it,Other
why dashen bank workers hidden my ATM Card ?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,why dashen bank workers hidden my atm card its a big problem to me,Other
tanku,5,2025-04-04,Dashen Bank,Google Play,tanku,Other
goood,5,2025-04-02,Dashen Bank,Google Play,goood,Other
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,why does it ask me for both pin and opt even the opt is touch let alone both,Other
it is best app easy to use,5,2025-04-01,Dashen Bank,Google Play,it is best app easy to use,Other
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,it is very easy to use and powerful application,Other
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play,this apps have a good feature but but some features like developer mode turn off irritate user,Other
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank,Google Play,this is not only a mobile banking app it is beyond that we will access our account easily we are able to get many information easily here ie exchage rate we are able to chat with others we are able to budget we are able to transfer to other bank and within dashen we are able to access many accounts in a single app we are able to pay bills in qr scan we are able to make payments and order delivery items here in a single app always one step ahead,Other
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,wallahi very fantastic bank,Other
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,waw its amazing app thank you dashen bank,Other
"Ive been using the Dashen Bank Super App for a while now, and its been a game-changer. The app is super fast and reliableIve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank,Google Play,ive been using the dashen bank super app for a while now and its been a gamechanger the app is super fast and reliableive never had an issue with transactions being delayed one of my favorite features is the chat banking which makes it so easy to do things like check my balance or transfer money just by typing a quick message the budgeting tool is also really useful it helps me keep track of my spending and gives me a clear picture of where,Other
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank,Google Play,very good app that like it too bc it is very fast and easy to use,Other
best experiences,5,2025-03-26,Dashen Bank,Google Play,best experiences,Other
too slow to use.,1,2025-03-26,Dashen Bank,Google Play,too slow to use,Other
the worst app in the market only good ui,1,2025-03-22,Dashen Bank,Google Play,the worst app in the market only good ui,Other
nic,5,2025-03-22,Dashen Bank,Google Play,nic,Other
thanks for all digital transaction,5,2025-03-21,Dashen Bank,Google Play,thanks for all digital transaction,Other
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen Bank,Google Play,this app is not supporting smart phones that have old android version and so it is none inclusive at the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks  you will be tied up to make transactions ohh tired,Other
it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank,Google Play,its be come busy not working good,Other
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isnt performing as expected. I hope this can be addressed soon to improve the user experience. One star  for now.,1,2025-03-19,Dashen Bank,Google Play,i wanted to share some concerns about your supper app it appears to be experiencing reliability issues and isnt performing as expected i hope this can be addressed soon to improve the user experience one star  for now,Other
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank,Google Play,best ever digital banking sector essay for understanding smart and convince for using,Other
good and latest,5,2025-03-18,Dashen Bank,Google Play,good and latest,Other
The best App of all,5,2025-03-17,Dashen Bank,Google Play,the best app of all,Other
Worst app ever,1,2025-03-15,Dashen Bank,Google Play,worst app ever,Other
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen Bank,Google Play,this app is the most unreliable mobile banking application i have ever used for transaction it is very late nonresponsive and full of bugs its is very disappointing it is just inconvinient and not user friendly and compatabke at all ,Other
Naiycapp,5,2025-03-14,Dashen Bank,Google Play,naiycapp,Other
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play,the app is good but it has no ussd option,Other
Hey great,5,2025-03-12,Dashen Bank,Google Play,hey great,Other
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play,i have used many mobile banking and also tellebir and mpesa nothing come close to this app well done dashen indeed one step a head a lot of cool features that amole hasnt the receipt and the account statement is superb for me i hope you add more integrated small apps to,Other
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play,the app is good but it ask update every week so tiring,Other
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play,it good and easy to use,Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play,greately improved since it was released i really like the budget and expense tegistration feature for atm or pos withdrawals it is not possible to account these expenses even if it is visible on the transactions window if that can be worked on it will be improve so much,Other
Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play,wow excellent app,Other
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play,nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time,Other
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play,add the option to send money to any telebirr account like amole does,Other
It's best,5,2025-03-08,Dashen Bank,Google Play,its best,Other
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play,no one dashen yichlal,Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank,Google Play,in short  im so proud of this app developers for their highest professional of developing thanks,Other
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play,the speed is too slow need some improvements,Other
Fantastic app,5,2025-03-01,Dashen Bank,Google Play,fantastic app,Other
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play,i wish dark mode feature is add as an option but its good app,Other
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank,Google Play,super up is the ultimate digital banking app living up to its name with speed efficiency and innovation designed for a seamless experience it offers lightningfast transactions toptier security and effortless financial management with super up banking has never been this smooth smart and super,Other
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play,the dashen super app is a gamechanger in digital banking offering a seamless and convenient experience with its userfriendly interface fast transactions and a wide range of financial services it simplifies banking for customers features like bill payments fund transfers mobile topups and loan applications make it an allinone solution plus its security measures ensure safe and reliable experiance effortless banking,Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen Bank,Google Play,it has good feature but it is very slow difficult to pay or receive the speed should be improved else i didnt recommend,Other
No good,1,2025-02-22,Dashen Bank,Google Play,no good,Other
Wow amazing app,5,2025-02-21,Dashen Bank,Google Play,wow amazing app,Other
best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play,best platform please avoid otp,Other
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,super smart app,Other
best,5,2025-02-16,Dashen Bank,Google Play,best,Other
